1. particle | coordinate X: 99.999926 | velocity_X:  -0.000612 | force_X: -0.003498
0. particle | coordinate X:  0.349920 | velocity_X:   0.999353 | force_X: -0.003598
1. particle | coordinate X: 99.999920 | velocity_X:  -0.000648 | force_X: -0.003601
0. particle | coordinate X:  0.359913 | velocity_X:   0.999316 | force_X: -0.003701
1. particle | coordinate X: 99.999913 | velocity_X:  -0.000686 | force_X: -0.003703
0. particle | coordinate X:  0.369906 | velocity_X:   0.999277 | force_X: -0.003803
1. particle | coordinate X: 99.999906 | velocity_X:  -0.000724 | force_X: -0.003806
0. particle | coordinate X:  0.379898 | velocity_X:   0.999238 | force_X: -0.003906
1. particle | coordinate X: 99.999898 | velocity_X:  -0.000763 | force_X: -0.003909
0. particle | coordinate X:  0.389890 | velocity_X:   0.999198 | force_X: -0.004009
1. particle | coordinate X: 99.999890 | velocity_X:  -0.000803 | force_X: -0.004011
0. particle | coordinate X:  0.399882 | velocity_X:   0.999157 | force_X: -0.004111
1. particle | coordinate X: 99.999882 | velocity_X:  -0.000844 | force_X: -0.004114
0. particle | coordinate X:  0.409873 | velocity_X:   0.999115 | force_X: -0.004214
1. particle | coordinate X: 99.999873 | velocity_X:  -0.000886 | force_X: -0.004217
0. particle | coordinate X:  0.419864 | velocity_X:   0.999072 | force_X: -0.004317
1. particle | coordinate X: 99.999864 | velocity_X:  -0.000929 | force_X: -0.004319
0. particle | coordinate X:  0.429854 | velocity_X:   0.999028 | force_X: -0.004419
1. particle | coordinate X: 99.999854 | velocity_X:  -0.000973 | force_X: -0.004422
0. particle | coordinate X:  0.439844 | velocity_X:   0.998983 | force_X: -0.004522
1. particle | coordinate X: 99.999844 | velocity_X:  -0.001019 | force_X: -0.004524
0. particle | coordinate X:  0.449833 | velocity_X:   0.998936 | force_X: -0.004624
1. particle | coordinate X: 99.999833 | velocity_X:  -0.001065 | force_X: -0.004627
0. particle | coordinate X:  0.459822 | velocity_X:   0.998889 | force_X: -0.004727
1. particle | coordinate X: 99.999822 | velocity_X:  -0.001112 | force_X: -0.004730
0. particle | coordinate X:  0.469811 | velocity_X:   0.998841 | force_X: -0.004830
1. particle | coordinate X: 99.999810 | velocity_X:  -0.001161 | force_X: -0.004832
0. particle | coordinate X:  0.479799 | velocity_X:   0.998791 | force_X: -0.004932
1. particle | coordinate X: 99.999798 | velocity_X:  -0.001210 | force_X: -0.004935
0. particle | coordinate X:  0.489786 | velocity_X:   0.998741 | force_X: -0.005035
1. particle | coordinate X: 99.999786 | velocity_X:  -0.001260 | force_X: -0.005037
0. particle | coordinate X:  0.499773 | velocity_X:   0.998690 | force_X: -0.005137
1. particle | coordinate X: 99.999773 | velocity_X:  -0.001312 | force_X: -0.005140
0. particle | coordinate X:  0.509759 | velocity_X:   0.998637 | force_X: -0.005240
1. particle | coordinate X: 99.999759 | velocity_X:  -0.001364 | force_X: -0.005242
0. particle | coordinate X:  0.519745 | velocity_X:   0.998584 | force_X: -0.005342
1. particle | coordinate X: 99.999745 | velocity_X:  -0.001418 | force_X: -0.005345
0. particle | coordinate X:  0.529730 | velocity_X:   0.998529 | force_X: -0.005445
1. particle | coordinate X: 99.999730 | velocity_X:  -0.001472 | force_X: -0.005447
0. particle | coordinate X:  0.539715 | velocity_X:   0.998474 | force_X: -0.005547
1. particle | coordinate X: 99.999715 | velocity_X:  -0.001528 | force_X: -0.005550
0. particle | coordinate X:  0.549699 | velocity_X:   0.998417 | force_X: -0.005650
1. particle | coordinate X: 99.999699 | velocity_X:  -0.001584 | force_X: -0.005652
0. particle | coordinate X:  0.559683 | velocity_X:   0.998360 | force_X: -0.005752
1. particle | coordinate X: 99.999682 | velocity_X:  -0.001642 | force_X: -0.005755
0. particle | coordinate X:  0.569666 | velocity_X:   0.998301 | force_X: -0.005855
1. particle | coordinate X: 99.999665 | velocity_X:  -0.001700 | force_X: -0.005857
0. particle | coordinate X:  0.579648 | velocity_X:   0.998242 | force_X: -0.005957
1. particle | coordinate X: 99.999648 | velocity_X:  -0.001760 | force_X: -0.005960
0. particle | coordinate X:  0.589630 | velocity_X:   0.998181 | force_X: -0.006060
1. particle | coordinate X: 99.999630 | velocity_X:  -0.001820 | force_X: -0.006062
0. particle | coordinate X:  0.599611 | velocity_X:   0.998120 | force_X: -0.006162
1. particle | coordinate X: 99.999611 | velocity_X:  -0.001882 | force_X: -0.006165
0. particle | coordinate X:  0.609592 | velocity_X:   0.998057 | force_X: -0.006265
1. particle | coordinate X: 99.999591 | velocity_X:  -0.001945 | force_X: -0.006267
0. particle | coordinate X:  0.619572 | velocity_X:   0.997993 | force_X: -0.006367
1. particle | coordinate X: 99.999571 | velocity_X:  -0.002008 | force_X: -0.006370
0. particle | coordinate X:  0.629551 | velocity_X:   0.997929 | force_X: -0.006470
1. particle | coordinate X: 99.999551 | velocity_X:  -0.002073 | force_X: -0.006472
0. particle | coordinate X:  0.639530 | velocity_X:   0.997863 | force_X: -0.006572
1. particle | coordinate X: 99.999529 | velocity_X:  -0.002139 | force_X: -0.006574
0. particle | coordinate X:  0.649508 | velocity_X:   0.997796 | force_X: -0.006674
1. particle | coordinate X: 99.999507 | velocity_X:  -0.002206 | force_X: -0.006677
0. particle | coordinate X:  0.659485 | velocity_X:   0.997728 | force_X: -0.006777
1. particle | coordinate X: 99.999484 | velocity_X:  -0.002274 | force_X: -0.006779
0. particle | coordinate X:  0.669462 | velocity_X:   0.997659 | force_X: -0.006879
1. particle | coordinate X: 99.999461 | velocity_X:  -0.002342 | force_X: -0.006882
0. particle | coordinate X:  0.679438 | velocity_X:   0.997590 | force_X: -0.006982
1. particle | coordinate X: 99.999437 | velocity_X:  -0.002412 | force_X: -0.006984
0. particle | coordinate X:  0.689413 | velocity_X:   0.997519 | force_X: -0.007084
1. particle | coordinate X: 99.999412 | velocity_X:  -0.002483 | force_X: -0.007086
0. particle | coordinate X:  0.699387 | velocity_X:   0.997447 | force_X: -0.007186
1. particle | coordinate X: 99.999386 | velocity_X:  -0.002555 | force_X: -0.007189
0. particle | coordinate X:  0.709361 | velocity_X:   0.997374 | force_X: -0.007289
1. particle | coordinate X: 99.999360 | velocity_X:  -0.002628 | force_X: -0.007291
0. particle | coordinate X:  0.719334 | velocity_X:   0.997300 | force_X: -0.007391
1. particle | coordinate X: 99.999333 | velocity_X:  -0.002702 | force_X: -0.007393
0. particle | coordinate X:  0.729306 | velocity_X:   0.997225 | force_X: -0.007493
1. particle | coordinate X: 99.999305 | velocity_X:  -0.002777 | force_X: -0.007496
0. particle | coordinate X:  0.739278 | velocity_X:   0.997149 | force_X: -0.007596
1. particle | coordinate X: 99.999277 | velocity_X:  -0.002853 | force_X: -0.007598
0. particle | coordinate X:  0.749248 | velocity_X:   0.997072 | force_X: -0.007698
1. particle | coordinate X: 99.999248 | velocity_X:  -0.002930 | force_X: -0.007700
0. particle | coordinate X:  0.759218 | velocity_X:   0.996994 | force_X: -0.007800
1. particle | coordinate X: 99.999218 | velocity_X:  -0.003008 | force_X: -0.007802
0. particle | coordinate X:  0.769187 | velocity_X:   0.996915 | force_X: -0.007902
1. particle | coordinate X: 99.999187 | velocity_X:  -0.003087 | force_X: -0.007905
0. particle | coordinate X:  0.779156 | velocity_X:   0.996835 | force_X: -0.008005
1. particle | coordinate X: 99.999155 | velocity_X:  -0.003167 | force_X: -0.008007
0. particle | coordinate X:  0.789123 | velocity_X:   0.996754 | force_X: -0.008107
1. particle | coordinate X: 99.999122 | velocity_X:  -0.003248 | force_X: -0.008109
0. particle | coordinate X:  0.799090 | velocity_X:   0.996672 | force_X: -0.008209
1. particle | coordinate X: 99.999089 | velocity_X:  -0.003330 | force_X: -0.008211
0. particle | coordinate X:  0.809056 | velocity_X:   0.996589 | force_X: -0.008311
1. particle | coordinate X: 99.999055 | velocity_X:  -0.003413 | force_X: -0.008314
0. particle | coordinate X:  0.819021 | velocity_X:   0.996505 | force_X: -0.008414
1. particle | coordinate X: 99.999020 | velocity_X:  -0.003497 | force_X: -0.008416
0. particle | coordinate X:  0.828985 | velocity_X:   0.996420 | force_X: -0.008516
1. particle | coordinate X: 99.998984 | velocity_X:  -0.003583 | force_X: -0.008518
0. particle | coordinate X:  0.838949 | velocity_X:   0.996333 | force_X: -0.008618
1. particle | coordinate X: 99.998948 | velocity_X:  -0.003669 | force_X: -0.008620
0. particle | coordinate X:  0.848911 | velocity_X:   0.996246 | force_X: -0.008720
1. particle | coordinate X: 99.998910 | velocity_X:  -0.003756 | force_X: -0.008723
0. particle | coordinate X:  0.858873 | velocity_X:   0.996158 | force_X: -0.008823
1. particle | coordinate X: 99.998872 | velocity_X:  -0.003844 | force_X: -0.008825
0. particle | coordinate X:  0.868833 | velocity_X:   0.996069 | force_X: -0.008925
1. particle | coordinate X: 99.998832 | velocity_X:  -0.003933 | force_X: -0.008927
0. particle | coordinate X:  0.878793 | velocity_X:   0.995979 | force_X: -0.009027
1. particle | coordinate X: 99.998792 | velocity_X:  -0.004024 | force_X: -0.009029
0. particle | coordinate X:  0.888752 | velocity_X:   0.995887 | force_X: -0.009129
1. particle | coordinate X: 99.998751 | velocity_X:  -0.004115 | force_X: -0.009131
0. particle | coordinate X:  0.898710 | velocity_X:   0.995795 | force_X: -0.009231
1. particle | coordinate X: 99.998709 | velocity_X:  -0.004207 | force_X: -0.009233
0. particle | coordinate X:  0.908667 | velocity_X:   0.995702 | force_X: -0.009333
1. particle | coordinate X: 99.998666 | velocity_X:  -0.004301 | force_X: -0.009335
0. particle | coordinate X:  0.918623 | velocity_X:   0.995607 | force_X: -0.009435
1. particle | coordinate X: 99.998622 | velocity_X:  -0.004395 | force_X: -0.009438
0. particle | coordinate X:  0.928578 | velocity_X:   0.995512 | force_X: -0.009538
1. particle | coordinate X: 99.998577 | velocity_X:  -0.004491 | force_X: -0.009540
0. particle | coordinate X:  0.938532 | velocity_X:   0.995415 | force_X: -0.009640
1. particle | coordinate X: 99.998531 | velocity_X:  -0.004587 | force_X: -0.009642
0. particle | coordinate X:  0.948485 | velocity_X:   0.995318 | force_X: -0.009742
1. particle | coordinate X: 99.998484 | velocity_X:  -0.004684 | force_X: -0.009744
0. particle | coordinate X:  0.958438 | velocity_X:   0.995220 | force_X: -0.009844
1. particle | coordinate X: 99.998436 | velocity_X:  -0.004783 | force_X: -0.009846
0. particle | coordinate X:  0.968389 | velocity_X:   0.995120 | force_X: -0.009946
1. particle | coordinate X: 99.998388 | velocity_X:  -0.004882 | force_X: -0.009948
0. particle | coordinate X:  0.978339 | velocity_X:   0.995020 | force_X: -0.010048
1. particle | coordinate X: 99.998338 | velocity_X:  -0.004983 | force_X: -0.010050
0. particle | coordinate X:  0.988288 | velocity_X:   0.994918 | force_X: -0.010150
1. particle | coordinate X: 99.998287 | velocity_X:  -0.005084 | force_X: -0.010152
0. particle | coordinate X:  0.998236 | velocity_X:   0.994816 | force_X: -0.010252
1. particle | coordinate X: 99.998235 | velocity_X:  -0.005187 | force_X: -0.010254
0. particle | coordinate X:  1.008183 | velocity_X:   0.994712 | force_X: -0.010357
1. particle | coordinate X: 99.998182 | velocity_X:  -0.005290 | force_X: -0.010359
0. particle | coordinate X:  1.018130 | velocity_X:   0.994607 | force_X: -0.010462
1. particle | coordinate X: 99.998128 | velocity_X:  -0.005395 | force_X: -0.010464
0. particle | coordinate X:  1.028075 | velocity_X:   0.994502 | force_X: -0.010568
1. particle | coordinate X: 99.998073 | velocity_X:  -0.005501 | force_X: -0.010570
0. particle | coordinate X:  1.038019 | velocity_X:   0.994395 | force_X: -0.010673
1. particle | coordinate X: 99.998017 | velocity_X:  -0.005608 | force_X: -0.010675
0. particle | coordinate X:  1.047961 | velocity_X:   0.994287 | force_X: -0.010778
1. particle | coordinate X: 99.997960 | velocity_X:  -0.005715 | force_X: -0.010780
0. particle | coordinate X:  1.057903 | velocity_X:   0.994178 | force_X: -0.010883
1. particle | coordinate X: 99.997902 | velocity_X:  -0.005824 | force_X: -0.010885
0. particle | coordinate X:  1.067844 | velocity_X:   0.994069 | force_X: -0.010988
1. particle | coordinate X: 99.997842 | velocity_X:  -0.005934 | force_X: -0.010990
0. particle | coordinate X:  1.077783 | velocity_X:   0.993958 | force_X: -0.011093
1. particle | coordinate X: 99.997782 | velocity_X:  -0.006045 | force_X: -0.011095
0. particle | coordinate X:  1.087722 | velocity_X:   0.993846 | force_X: -0.011198
1. particle | coordinate X: 99.997720 | velocity_X:  -0.006157 | force_X: -0.011200
0. particle | coordinate X:  1.097659 | velocity_X:   0.993733 | force_X: -0.011303
1. particle | coordinate X: 99.997658 | velocity_X:  -0.006270 | force_X: -0.011305
0. particle | coordinate X:  1.107595 | velocity_X:   0.993619 | force_X: -0.011408
1. particle | coordinate X: 99.997594 | velocity_X:  -0.006384 | force_X: -0.011410
0. particle | coordinate X:  1.117530 | velocity_X:   0.993503 | force_X: -0.011514
1. particle | coordinate X: 99.997529 | velocity_X:  -0.006499 | force_X: -0.011515
0. particle | coordinate X:  1.127464 | velocity_X:   0.993387 | force_X: -0.011619
1. particle | coordinate X: 99.997463 | velocity_X:  -0.006616 | force_X: -0.011621
0. particle | coordinate X:  1.137397 | velocity_X:   0.993270 | force_X: -0.011724
1. particle | coordinate X: 99.997395 | velocity_X:  -0.006733 | force_X: -0.011726
0. particle | coordinate X:  1.147329 | velocity_X:   0.993152 | force_X: -0.011829
1. particle | coordinate X: 99.997327 | velocity_X:  -0.006851 | force_X: -0.011831
0. particle | coordinate X:  1.157259 | velocity_X:   0.993032 | force_X: -0.011934
1. particle | coordinate X: 99.997257 | velocity_X:  -0.006971 | force_X: -0.011936
0. particle | coordinate X:  1.167188 | velocity_X:   0.992912 | force_X: -0.012039
1. particle | coordinate X: 99.997186 | velocity_X:  -0.007091 | force_X: -0.012041
0. particle | coordinate X:  1.177116 | velocity_X:   0.992791 | force_X: -0.012144
1. particle | coordinate X: 99.997114 | velocity_X:  -0.007212 | force_X: -0.012146
0. particle | coordinate X:  1.187043 | velocity_X:   0.992668 | force_X: -0.012249
1. particle | coordinate X: 99.997041 | velocity_X:  -0.007335 | force_X: -0.012251
0. particle | coordinate X:  1.196968 | velocity_X:   0.992545 | force_X: -0.012354
1. particle | coordinate X: 99.996966 | velocity_X:  -0.007458 | force_X: -0.012356
0. particle | coordinate X:  1.206892 | velocity_X:   0.992420 | force_X: -0.012459
1. particle | coordinate X: 99.996890 | velocity_X:  -0.007583 | force_X: -0.012461
0. particle | coordinate X:  1.216815 | velocity_X:   0.992294 | force_X: -0.012564
1. particle | coordinate X: 99.996813 | velocity_X:  -0.007709 | force_X: -0.012565
0. particle | coordinate X:  1.226737 | velocity_X:   0.992168 | force_X: -0.012669
1. particle | coordinate X: 99.996735 | velocity_X:  -0.007835 | force_X: -0.012670
0. particle | coordinate X:  1.236657 | velocity_X:   0.992040 | force_X: -0.012774
1. particle | coordinate X: 99.996655 | velocity_X:  -0.007963 | force_X: -0.012775
0. particle | coordinate X:  1.246576 | velocity_X:   0.991911 | force_X: -0.012878
1. particle | coordinate X: 99.996574 | velocity_X:  -0.008092 | force_X: -0.012880
0. particle | coordinate X:  1.256494 | velocity_X:   0.991781 | force_X: -0.012983
1. particle | coordinate X: 99.996492 | velocity_X:  -0.008222 | force_X: -0.012985
0. particle | coordinate X:  1.266411 | velocity_X:   0.991650 | force_X: -0.013088
1. particle | coordinate X: 99.996409 | velocity_X:  -0.008353 | force_X: -0.013090
0. particle | coordinate X:  1.276326 | velocity_X:   0.991518 | force_X: -0.013193
1. particle | coordinate X: 99.996324 | velocity_X:  -0.008485 | force_X: -0.013195
0. particle | coordinate X:  1.286240 | velocity_X:   0.991385 | force_X: -0.013298
1. particle | coordinate X: 99.996238 | velocity_X:  -0.008618 | force_X: -0.013300
0. particle | coordinate X:  1.296152 | velocity_X:   0.991251 | force_X: -0.013403
1. particle | coordinate X: 99.996150 | velocity_X:  -0.008752 | force_X: -0.013405
0. particle | coordinate X:  1.306063 | velocity_X:   0.991116 | force_X: -0.013508
1. particle | coordinate X: 99.996061 | velocity_X:  -0.008887 | force_X: -0.013510
0. particle | coordinate X:  1.315973 | velocity_X:   0.990980 | force_X: -0.013613
1. particle | coordinate X: 99.995971 | velocity_X:  -0.009023 | force_X: -0.013614
0. particle | coordinate X:  1.325882 | velocity_X:   0.990843 | force_X: -0.013718
1. particle | coordinate X: 99.995879 | velocity_X:  -0.009160 | force_X: -0.013719
0. particle | coordinate X:  1.335789 | velocity_X:   0.990705 | force_X: -0.013822
1. particle | coordinate X: 99.995786 | velocity_X:  -0.009298 | force_X: -0.013824
0. particle | coordinate X:  1.345694 | velocity_X:   0.990566 | force_X: -0.013927
1. particle | coordinate X: 99.995692 | velocity_X:  -0.009438 | force_X: -0.013929
0. particle | coordinate X:  1.355599 | velocity_X:   0.990425 | force_X: -0.014032
1. particle | coordinate X: 99.995596 | velocity_X:  -0.009578 | force_X: -0.014034
0. particle | coordinate X:  1.365501 | velocity_X:   0.990284 | force_X: -0.014137
1. particle | coordinate X: 99.995499 | velocity_X:  -0.009719 | force_X: -0.014138
0. particle | coordinate X:  1.375403 | velocity_X:   0.990141 | force_X: -0.014242
1. particle | coordinate X: 99.995400 | velocity_X:  -0.009862 | force_X: -0.014243
0. particle | coordinate X:  1.385303 | velocity_X:   0.989998 | force_X: -0.014346
1. particle | coordinate X: 99.995300 | velocity_X:  -0.010005 | force_X: -0.014348
0. particle | coordinate X:  1.395201 | velocity_X:   0.989853 | force_X: -0.014451
1. particle | coordinate X: 99.995199 | velocity_X:  -0.010150 | force_X: -0.014453
0. particle | coordinate X:  1.405098 | velocity_X:   0.989708 | force_X: -0.014556
1. particle | coordinate X: 99.995096 | velocity_X:  -0.010295 | force_X: -0.014558
0. particle | coordinate X:  1.414994 | velocity_X:   0.989561 | force_X: -0.014661
1. particle | coordinate X: 99.994991 | velocity_X:  -0.010442 | force_X: -0.014662
0. particle | coordinate X:  1.424888 | velocity_X:   0.989414 | force_X: -0.014765
1. particle | coordinate X: 99.994886 | velocity_X:  -0.010590 | force_X: -0.014767
0. particle | coordinate X:  1.434781 | velocity_X:   0.989265 | force_X: -0.014870
1. particle | coordinate X: 99.994778 | velocity_X:  -0.010738 | force_X: -0.014872
0. particle | coordinate X:  1.444672 | velocity_X:   0.989115 | force_X: -0.014975
1. particle | coordinate X: 99.994669 | velocity_X:  -0.010888 | force_X: -0.014976
0. particle | coordinate X:  1.454562 | velocity_X:   0.988964 | force_X: -0.015080
1. particle | coordinate X: 99.994559 | velocity_X:  -0.011039 | force_X: -0.015081
0. particle | coordinate X:  1.464450 | velocity_X:   0.988813 | force_X: -0.015184
1. particle | coordinate X: 99.994447 | velocity_X:  -0.011191 | force_X: -0.015186
0. particle | coordinate X:  1.474336 | velocity_X:   0.988660 | force_X: -0.015289
1. particle | coordinate X: 99.994334 | velocity_X:  -0.011344 | force_X: -0.015290
0. particle | coordinate X:  1.484221 | velocity_X:   0.988506 | force_X: -0.015394
1. particle | coordinate X: 99.994219 | velocity_X:  -0.011498 | force_X: -0.015395
0. particle | coordinate X:  1.494105 | velocity_X:   0.988351 | force_X: -0.015498
1. particle | coordinate X: 99.994102 | velocity_X:  -0.011653 | force_X: -0.015500
0. particle | coordinate X:  1.503987 | velocity_X:   0.988195 | force_X: -0.015603
1. particle | coordinate X: 99.993984 | velocity_X:  -0.011809 | force_X: -0.015604
0. particle | coordinate X:  1.513867 | velocity_X:   0.988038 | force_X: -0.015708
1. particle | coordinate X: 99.993864 | velocity_X:  -0.011966 | force_X: -0.015709
0. particle | coordinate X:  1.523746 | velocity_X:   0.987880 | force_X: -0.015812
1. particle | coordinate X: 99.993743 | velocity_X:  -0.012124 | force_X: -0.015814
0. particle | coordinate X:  1.533623 | velocity_X:   0.987720 | force_X: -0.015917
1. particle | coordinate X: 99.993620 | velocity_X:  -0.012283 | force_X: -0.015918
0. particle | coordinate X:  1.543499 | velocity_X:   0.987560 | force_X: -0.016021
1. particle | coordinate X: 99.993496 | velocity_X:  -0.012443 | force_X: -0.016023
0. particle | coordinate X:  1.553373 | velocity_X:   0.987399 | force_X: -0.016126
1. particle | coordinate X: 99.993370 | velocity_X:  -0.012605 | force_X: -0.016128
0. particle | coordinate X:  1.563245 | velocity_X:   0.987237 | force_X: -0.016231
1. particle | coordinate X: 99.993242 | velocity_X:  -0.012767 | force_X: -0.016232
0. particle | coordinate X:  1.573116 | velocity_X:   0.987073 | force_X: -0.016335
1. particle | coordinate X: 99.993113 | velocity_X:  -0.012930 | force_X: -0.016337
0. particle | coordinate X:  1.582985 | velocity_X:   0.986909 | force_X: -0.016440
1. particle | coordinate X: 99.992982 | velocity_X:  -0.013095 | force_X: -0.016441
0. particle | coordinate X:  1.592852 | velocity_X:   0.986743 | force_X: -0.016544
1. particle | coordinate X: 99.992849 | velocity_X:  -0.013260 | force_X: -0.016546
0. particle | coordinate X:  1.602718 | velocity_X:   0.986577 | force_X: -0.016649
1. particle | coordinate X: 99.992715 | velocity_X:  -0.013427 | force_X: -0.016650
0. particle | coordinate X:  1.612582 | velocity_X:   0.986409 | force_X: -0.016753
1. particle | coordinate X: 99.992579 | velocity_X:  -0.013594 | force_X: -0.016755
0. particle | coordinate X:  1.622445 | velocity_X:   0.986241 | force_X: -0.016858
1. particle | coordinate X: 99.992441 | velocity_X:  -0.013763 | force_X: -0.016859
0. particle | coordinate X:  1.632305 | velocity_X:   0.986071 | force_X: -0.016962
1. particle | coordinate X: 99.992302 | velocity_X:  -0.013932 | force_X: -0.016964
0. particle | coordinate X:  1.642164 | velocity_X:   0.985900 | force_X: -0.017067
1. particle | coordinate X: 99.992161 | velocity_X:  -0.014103 | force_X: -0.017068
0. particle | coordinate X:  1.652022 | velocity_X:   0.985729 | force_X: -0.017171
1. particle | coordinate X: 99.992018 | velocity_X:  -0.014275 | force_X: -0.017173
0. particle | coordinate X:  1.661877 | velocity_X:   0.985556 | force_X: -0.017276
1. particle | coordinate X: 99.991874 | velocity_X:  -0.014448 | force_X: -0.017277
0. particle | coordinate X:  1.671731 | velocity_X:   0.985382 | force_X: -0.017380
